ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E02013,内国法人・組合,上場,有,2476,3月31日,ＡＳＴＩ株式会社,ASTI CORPORATION,アスティカブシキガイシャ,浜松市南区米津町２８０４番地,電気機器,68990,2080401000184
E02015,内国法人・組合,上場,有,12492,3月31日,シスメックス株式会社,SYSMEX CORPORATION,シスメックスカブシキガイシャ,神戸市中央区脇浜海岸通１丁目５番１号,電気機器,68690,9140001009530
E02016,内国法人・組合,上場,有,1966,1月31日,トミタ電機株式会社,"TOMITA ELECTRIC CO.,LTD.",トミタデンキカブシキガイシャ,鳥取市幸町１２３番地,電気機器,68980,1270001000483
E02017,内国法人・組合,上場,有,1742,2月28日,ツインバード工業株式会社,TWIN-BIRD CORPORATION,ツインバードコウギョウカブシキガイシャ,燕市吉田西太田字潟向２０８４番地２,電気機器,68970,7110001015665
E02018,内国法人・組合,上場,有,2770,3月31日,北川工業株式会社,"KITAGAWA INDUSTRIES CO.,LTD.",キタガワコウギョウカブシキガイシャ,稲沢市目比町東折戸６９５番地１,電気機器,68960,2180001035389
E02019,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2190,,ダイヤモンド電機株式会社,,ダイヤモンドデンキカブシキガイシャ,大阪市淀川区塚本一丁目１５番２７号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6120001056478
E02020,内国法人・組合,上場,有,996,12月31日,日本フェンオール株式会社,"Fenwal  Controls  of  Japan,  Ltd.",ニホンフェンオール　カブシキガイシャ,千代田区飯田橋１丁目５番１０号,電気機器,68700,5010001033646
E02021,内国法人・組合,上場,有,1491,3月31日,パルステック工業株式会社,"PULSTEC INDUSTRIAL CO.,LTD.",パルステックコウギョウカブシキガイシャ,浜松市北区細江町中川７０００番地の３５,電気機器,68940,5080401004455
E02024,内国法人・組合,上場,有,13201,3月31日,株式会社フェローテックホールディングス,Ferrotec Holdings Corporation,カブシキガイシャフェローテックホールディングス,中央区日本橋二丁目３番４号,電気機器,68900,1010001075980
E02025,内国法人・組合,上場,有,700,3月31日,株式会社高見沢サイバネティックス,"TAKAMISAWA CYBERNETICS COMPANY,LTD.",カブシキガイシャタカミサワサイバネティックス,中野区中央２－４８－５,機械,64240,7011201003197
E02026,内国法人・組合,上場,有,3105,3月31日,オーデリック株式会社,"ODELIC CO.,LTD.",オーデリックカブシキガイシャ,杉並区宮前一丁目１７番５号,電気機器,68890,6011301001473
E02027,内国法人・組合,上場,有,1460,3月31日,新コスモス電機株式会社,"NEW COSMOS ELECTRIC CO., LTD",シンコスモスデンキカブシキガイシャ,大阪市淀川区三津屋中２丁目５番４号,電気機器,68240,3120001056043
E02028,内国法人・組合,上場,有,1037,3月31日,東洋電機株式会社,TOYO ELECTRIC CORPORATION,トウヨウデンキカブシキガイシャ,春日井市味美町２丁目１５６番地,電気機器,66550,2180001074585
E02030,内国法人・組合,上場,有,5018,9月30日,株式会社日本マイクロニクス,"MICRONICS JAPAN CO.,LTD.",カブシキガイシャニホンマイクロニクス,武蔵野市吉祥寺本町二丁目６番８号,電気機器,68710,5012401011628
E02034,内国法人・組合,非上場,有,2362,3月31日,日本電産コパル電子株式会社,NIDEC COPAL ELECTRONICS CORPORATION,ニホンデンサンコパルデンシカブシキガイシャ,新宿区西新宿七丁目５番２５号,電気機器,,1011101007114
E02035,内国法人・組合,上場,有,4358,3月31日,株式会社キョウデン,"KYODEN COMPANY,LIMITED",カブシキガイシャキョウデン,上伊那郡箕輪町大字三日町４８２番地１,電気機器,68810,6100001021517
E02039,内国法人・組合,上場,有,1441,6月30日,協立電機株式会社,KYORITSU ELECTRIC CORPORATION,キョウリツデンキカブシキカイシャ,静岡市駿河区中田本町６１番１号,電気機器,68740,6080001001232
E02040,内国法人・組合,上場,有,1925,9月30日,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,Obara Group Incorporated,オバラグループカブシキガイシャ,大和市中央林間三丁目２番１０号,電気機器,68770,9021001027278
E02042,内国法人・組合,上場,有,4840,3月31日,株式会社メガチップス,MegaChips Corporation,カブシキガイシャメガチップス,大阪市淀川区宮原一丁目１番１号,電気機器,68750,9120001058777
E02043,内国法人・組合,上場,有,983,3月31日,日本電子材料株式会社,JAPAN ELECTRONIC MATERIALS CORPORATION,ニホンデンシザイリョウカブシキガイシャ,尼崎市西長洲町２丁目５番１３号,電気機器,68550,1140001050335
E02045,内国法人・組合,上場,有,700,3月31日,株式会社ＡＫＩＢＡホールディングス,"AKIBA Holdings Co., Ltd.",カブシキガイシャアキバホールディングス,中央区築地二丁目１番１７号,電気機器,68400,9010001101820
E02046,内国法人・組合,上場,有,1231,3月31日,株式会社アルメディオ,ALMEDIO INC.,カブシキガイシャアルメディオ,日野市旭が丘３丁目１番地４,その他製品,78590,1012701001142
E02047,内国法人・組合,上場,有,300,1月31日,株式会社石井表記,"ISHII HYOKI CO.,LTD.",カブシキガイシャイシイヒョウキ,福山市神辺町旭丘５番地,機械,63360,4240001029432
E02048,内国法人・組合,上場,有,1102,3月31日,株式会社京写,"KYOSHA CO.,LTD.",カブシキガイシャキョウシャ,久世郡久御山町森村東３００番地,電気機器,68370,6130001033352
E02049,内国法人・組合,上場,有,2521,3月31日,株式会社テセック,TESEC Corporation,カブシキガイシャテセック,東大和市上北台３丁目３９１番地の１,機械,63370,5012801003522
E02050,内国法人・組合（有価証券報告書等の提出義務者以外）,,,938,,日本電産リード株式会社,,ニホンデンサンリードカブシキガイシャ,京都市右京区西京極堤外町１０番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,1130001025049
E02051,内国法人・組合,上場,有,4545,3月31日,アオイ電子株式会社,"AOI ELECTRONICS CO.,LTD.",アオイデンシカブシキガイシャ,高松市香西南町４５５番地の１,電気機器,68320,3470001000263
E02054,内国法人・組合,上場,有,3668,12月31日,ローランド　ディー．ジー．株式会社,Roland DG Corporation,ローランドディージーカブシキガイシャ,浜松市北区新都田一丁目６番４号,電気機器,67890,2080401005893
E02055,内国法人・組合,上場,無,1184,3月31日,名古屋電機工業株式会社,"NAGOYA ELECTRIC WORKS CO.,LTD.",ナゴヤデンキコウギョウカブシキガイシャ,名古屋市中川区横堀町１－３６,電気機器,67970,7180001020428
E02056,内国法人・組合,上場,有,12888,3月31日,株式会社メイコー,"Meiko Electronics Co., Ltd.",カブシキガイシャメイコー,綾瀬市大上五丁目１４番１５号,電気機器,67870,3021001027639
E02057,内国法人・組合,上場,有,1678,3月31日,株式会社ＲＶＨ,RVH Inc. .,カブシキガイシャアールブイエイチ,港区赤坂二丁目１３番５号,電気機器,67860,5020001030519
E02058,内国法人・組合,上場,有,1435,6月30日,株式会社鈴木,"SUZUKI CO.,LTD.",カブシキガイシャスズキ,須坂市大字小河原２１５０番地１,電気機器,67850,4100001005587
E02059,内国法人・組合,上場,有,4203,3月31日,株式会社ワコム,"Wacom Co.,Ltd.",カブシキガイシャワコム,加須市豊野台二丁目５１０番地１,電気機器,67270,8030001033121
E02060,内国法人・組合,上場,無,1213,7月31日,サムコ　株式会社,SAMCO INC.,サムコ　カブシキガイシャ,京都市伏見区竹田藁屋町３６番地,機械,63870,4130001014511
E02061,内国法人・組合,非上場,有,2090,12月31日,プラネックスホールディング株式会社,PLANEX HOLDING INC.,プラネックスホールディングカブシキガイシャ,渋谷区恵比寿西二丁目１１番９号,電気機器,,
E02062,内国法人・組合,上場,有,1175,12月31日,ザインエレクトロニクス株式会社,"THine Electronics, Inc.",ザインエレクトロニクスカブシキカイシャ,千代田区神田美土代町９番地１,電気機器,67690,1010001044837
E02065,内国法人・組合,上場,有,601,1月31日,株式会社ＯＳＧコーポレーション,"OSG CORPORATION CO.,LTD.",カブシキガイシャオーエスジーコーポレーション,大阪市北区天満一丁目２６番３号,電気機器,67570,3120001061514
E02066,内国法人・組合,上場,有,4485,3月31日,エレコム株式会社,"ELECOM CO.,LTD.",エレコムカブシキガイシャ,大阪市中央区伏見町四丁目１番１号,電気機器,67500,5120001094974
E02069,内国法人・組合,上場,有,4425,3月31日,ＥＩＺＯ株式会社,EIZO Corporation,エイゾーカブシキガイシャ,白山市下柏野町１５３番地,電気機器,67370,8220001009300
E02070,内国法人・組合,上場,有,891,3月31日,サン電子株式会社,SUNCORPORATION,サンデンシカブシキガイシャ,江南市古知野町朝日２５０,電気機器,67360,5180001087444
E02072,内国法人・組合,上場,無,496,2月末日,株式会社ニューテック,"Newtech Co., Ltd.",カブシキガイシャニューテック,港区浜松町二丁目７番１９号ＫＤＸ浜松町ビル,電気機器,67340,4010401039731
E02073,内国法人・組合,上場,有,674,3月31日,ダイコク電機株式会社,"DAIKOKU DENKI CO.,LTD.",ダイコクデンキカブシキガイシャ,名古屋市中村区那古野一丁目４３番５号,機械,64300,4180001048892
E02075,内国法人・組合,上場,有,1101,9月30日,株式会社ピクセラ,PIXELA CORPORATION,カブシキガイシャ　ピクセラ,大阪市浪速区難波中二丁目１０番７０号,電気機器,67310,6120001106530
E02076,内国法人・組合,上場,有,2133,3月31日,ヘリオス　テクノ　ホールディング株式会社,"Helios Techno Holding Co.,Ltd.",ヘリオス　テクノ　ホールディングカブシキガイシャ,姫路市豊富町御蔭７０３番地,電気機器,69270,5140001059001
E02077,内国法人・組合,上場,無,1018,3月31日,株式会社アクセル,AXELL CORPORATION,カブシキガイシャアクセル,千代田区外神田四丁目１４番１号,電気機器,67300,9010001072343
E02081,内国法人・組合,上場,有,10000,12月31日,ルネサスエレクトロニクス株式会社,Renesas Electronics Corporation,ルネサスエレクトロニクスカブシキガイシャ,江東区豊洲三丁目２番２４号,電気機器,67230,8020001075701
E02082,内国法人・組合,上場,無,577,12月31日,株式会社エイアンドティー,A&T Corporation,カブシキガイシャエイアンドティー,藤沢市遠藤２０２３番地１,電気機器,67220,1021001002692
E02083,内国法人・組合,上場,無,1654,7月31日,ウインテスト株式会社,Wintest Corp.,ウインテストカブシキガイシャ,横浜市西区平沼１丁目２番２４号,電気機器,67210,3020001025396
E02086,内国法人・組合,上場,有,1000,3月31日,株式会社メルコホールディングス,MELCO HOLDINGS INC.,カブシキガイシャメルコホールディングス,中央区新川一丁目２１番２号,電気機器,66760,6180001048602
E02089,内国法人・組合,上場,有,33021,3月31日,株式会社　ジーエス・ユアサ　コーポレーション,GS Yuasa Corporation,カブシキガイシャジーエスユアサコーポレーション,京都市南区吉祥院西ノ庄猪之馬場町１番地,電気機器,66740,6130001025374
E02090,内国法人・組合,上場,有,3849,3月31日,株式会社ＭＣＪ,"MCJ Co., Ltd.",カブシキガイシャエムシージェイ,春日部市緑町六丁目１４番５３号,電気機器,66700,9030001052005
E02091,内国法人・組合（有価証券報告書等の提出義務者以外）,,,462,,シーシーエス株式会社,,シーシーエスカブシキガイシャ,京都市上京区烏丸通下立売上ル桜鶴円町３７４番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,6130001021002
E02092,内国法人・組合,上場,有,835,8月31日,株式会社アドテックプラズマテクノロジー,"ADTEC PLASMA TECHNOLOGY CO.,LTD.",カブシキガイシャアドテックプラズマテクノロジー,福山市引野町五丁目６番１０号,電気機器,66680,2240001029764
E02093,内国法人・組合,上場,有,1070,3月31日,リバーエレテック株式会社,RIVER ELETEC CORPORATION,リバーエレテック　カブシキガイシャ,韮崎市富士見ヶ丘２丁目１番１１号,電気機器,66660,4090001011240
E02094,内国法人・組合,非上場,有,30000,8月31日,マイクロンメモリジャパン株式会社,"Micron Memory Japan, Inc.",マイクロンメモリジャパンカブシキガイシャ,中央区八重洲二丁目２番１号,電気機器,,9010001066980
E02095,内国法人・組合,上場,有,942,11月30日,株式会社オプトエレクトロニクス,"OPTOELECTRONICS CO.,LTD.",カブシキガイシャオプトエレクトロニクス,蕨市塚越４丁目１２番１７号,電気機器,66640,1030001020927
E02096,内国法人・組合,上場,無,740,3月31日,アビックス株式会社,"AVIX,Inc.",アビックスカブシキガイシャ,横浜市西区みなとみらい２‐２‐１‐１,その他製品,78360,5020001005867
E02097,内国法人・組合,上場,有,793,12月20日,太洋工業株式会社,"TAIYO INDUSTRIAL CO.,LTD.",タイヨウコウギョウカブシキガイシャ,和歌山市有本６６１番地,電気機器,66630,9170001002004
E02098,内国法人・組合,非上場,有,31742,12月31日,日亜化学工業株式会社,Nichia Corporation,ニチアカガクコウギョウカブシキガイシャ,阿南市上中町岡４９１番地１００,電気機器,,5480001006794
E02100,内国法人・組合,上場,有,891,6月30日,株式会社ユビテック,"Ubiteq,INC.",カブシキガイシャユビテック,品川区西五反田一丁目１８番９号,電気機器,66620,9010701021368
E02101,内国法人・組合（有価証券報告書等の提出義務者以外）,,,546,,オプテックス・エフエー株式会社,,オプテックスエフエーカブシキカイシャ,京都市下京区中堂寺粟田町９１,内国法人・組合（有価証券報告書等の提出義務者以外）,,8130001024003
E02103,内国法人・組合,上場,有,138718,12月31日,株式会社ＳＵＭＣＯ,SUMCO CORPORATION,カブシキガイシャサムコ,港区芝浦一丁目２番１号,金属製品,34360,3010401046159
E02104,内国法人・組合,上場,有,1795,12月31日,株式会社ディー・ディー・エス,"DDS, Inc.",カブシキガイシャディーディーエス,名古屋市中区丸の内三丁目６番４１号,情報・通信業,37820,7180001046613
E02105,内国法人・組合,上場,有,735,3月31日,レシップホールディングス株式会社,LECIP HOLDINGS CORPORATION,レシップホールディングスカブシキガイシャ,本巣市上保１２６０番地の２,輸送用機器,72130,7200001010392
E02107,内国法人・組合,上場,有,3095,3月31日,株式会社ポラテクノ,"POLATECHNO CO.,LTD.",カブシキガイシャポラテクノ,上越市板倉区稲増字下川原１９２番地６,化学,42390,6110001019997
E02109,内国法人・組合,上場,有,1361,3月31日,シライ電子工業株式会社,"Shirai Electronics Indutrial Co.,Ltd",シライデンシコウギョウカブシキガイシャ,京都市右京区梅津南広町４６－２,電気機器,66580,1130001001041
E02111,内国法人・組合,非上場,無,1661,3月31日,株式会社アドテックエンジニアリング,"ADTEC Engineering Co.,Ltd.",カブシキガイシャ　アドテックエンジニアリング,港区虎ノ門三丁目５番１号,機械,,4010401034501
E02112,内国法人・組合,非上場,無,484,3月31日,大崎エンジニアリング株式会社,"OSAKI ENGINEERING CO.,LTD.",オオサキエンジニアリングカブシキガイシャ,入間市大字狭山ケ原３２６番地,機械,,1030001027880
E02114,内国法人・組合,上場,有,4357,3月31日,株式会社ミマキエンジニアリング,"MIMAKI ENGINEERING CO.,LTD.",カブシキガイシャミマキエンジニアリング,東御市滋野乙２１８２番地３,電気機器,66380,5100001010883
E02115,内国法人・組合,上場,無,687,3月31日,ＦＣＭ株式会社,"FCM CO.,LTD.",エフシーエムカブシキガイシャ,大阪市東成区神路三丁目８番３６号,非鉄金属,57580,1120001011859
E02116,内国法人・組合,上場,有,856,12月31日,株式会社大日光・エンジニアリング,KK DI-NIKKO ENGINEERING,カブシキカイシャダイニッコウエンジニアリング,日光市瀬尾３３番地５,電気機器,66350,4060001008446
E02117,内国法人・組合,上場,有,1119,3月31日,株式会社コンテック,"CONTEC CO.,LTD.",カブシキガイシャコンテック,大阪市西淀川区姫里三丁目９－３１,電気機器,66390,9120001049586
E02118,内国法人・組合,非上場,無,2900,3月31日,株式会社ソルガム・ジャパン・ホールディングス,SORGHUM JAPAN HOLDINGS Corp.,カブシキガイシャソルガムジャパンホールディングス,品川区北品川五丁目９番１５号,電気機器,,9020001069900
E02119,内国法人・組合,上場,有,6486,3月31日,株式会社ニューフレアテクノロジー,"NuFlare Technology, Inc.",カブシキガイシャニューフレアテクノロジー,横浜市磯子区新杉田町８番１,機械,62560,5080101002461
E02120,内国法人・組合,上場,有,500,12月31日,株式会社Ｃ＆Ｇシステムズ,C&G SYSTEMS INC.,カブシキガイシャシーアンドジーシステムズ,品川区東品川二丁目２番２４号,電気機器,66330,4010701025183
E02121,内国法人・組合,上場,有,962,7月31日,株式会社山王,"SANNO Co.,Ltd",カブシキガイシャサンノー,横浜市港北区綱島東五丁目８番８号,金属製品,34410,3020001020348
E02123,内国法人・組合,上場,有,44384,3月31日,株式会社三井Ｅ＆Ｓホールディングス,"Mitsui E&S Holdings Co., Ltd.",カブシキガイシャミツイイーアンドエスホールディングス,中央区築地五丁目６番４号,輸送用機器,70030,9010001034946
E02124,内国法人・組合,上場,有,45442,3月31日,日立造船株式会社,Hitachi Zosen Corporation,ヒタチゾウセンカブシキガイシャ,大阪市住之江区南港北１丁目７番８９号,機械,70040,3120001031541
E02125,内国法人・組合,非上場,有,8414,3月31日,佐世保重工業株式会社,"Sasebo Heavy Industries Company, Limited",サセボジュウコウギョウカブシキガイシャ,佐世保市立神町１番地,輸送用機器,,9010001079644
E02126,内国法人・組合,上場,有,265608,3月31日,三菱重工業株式会社,"Mitsubishi Heavy Industries,Ltd.",ミツビシジュウコウギョウカブシキカイシャ,港区港南二丁目１６番５号,機械,70110,8010401050387
E02127,内国法人・組合,上場,有,104484,3月31日,川崎重工業株式会社,"Kawasaki Heavy Industries,Ltd.",カワサキジュウコウギョウカブシキガイシャ,神戸市中央区東川崎町３丁目１番１号,輸送用機器,70120,1140001005719
E02128,内国法人・組合,上場,有,107165,3月31日,株式会社ＩＨＩ,IHI Corporation,カブシキガイシャアイエイチアイ,江東区豊洲三丁目１番１号,機械,70130,4010601031604
E02129,内国法人・組合,上場,有,8135,3月31日,株式会社名村造船所,"Namura Shipbuilding Co.,Ltd.",カブシキガイシャナムラゾウセンショ,大阪市西区立売堀二丁目１番９号,輸送用機器,70140,5120001046100
E02131,内国法人・組合,上場,有,1200,3月31日,内海造船株式会社,Naikai  Zosen  Corporation,ナイカイ　ゾウセン　カブシキガイシャ,尾道市瀬戸田町沢２２６番地の６,輸送用機器,70180,9240001038924
E02134,内国法人・組合,上場,有,11810,3月31日,日本車輌製造株式会社,"NIPPON SHARYO, LTD.",ニッポンシャリョウセイゾウカブシキガイシャ,名古屋市熱田区三本松町１番１号,輸送用機器,71020,4180001022575
E02136,内国法人・組合,上場,有,4890,3月31日,三菱ロジスネクスト株式会社,"Mitsubishi Logisnext Co., Ltd.",ミツビシロジスネクストカブシキガイシャ,長岡京市東神足二丁目１番１号,輸送用機器,71050,3130001030352
E02138,内国法人・組合,上場,有,5252,3月31日,近畿車輛株式会社,"THE KINKI SHARYO CO.,LTD.",キンキシャリョウカブシキガイシャ,東大阪市稲田上町２丁目２番４６号,輸送用機器,71220,5122001001729
E02140,内国法人・組合,上場,有,14270,3月31日,株式会社小糸製作所,"KOITO MANUFACTURING CO.,LTD.",カブシキガイシャコイトセイサクショ,港区高輪四丁目８番３号,電気機器,72760,1010401009745
E02142,内国法人・組合,上場,有,605813,3月31日,日産自動車株式会社,"NISSAN MOTOR CO., LTD.",ニッサンジドウシャカブシキガイシャ,横浜市神奈川区宝町２番地,輸送用機器,72010,9020001031109
E02143,内国法人・組合,上場,有,40644,3月31日,いすゞ自動車株式会社,ISUZU MOTORS LIMITED,イスズジドウシャカブシキガイシャ,品川区南大井６丁目２６番１号,輸送用機器,72020,5010701000904
E02144,内国法人・組合,上場,有,397049,3月31日,トヨタ自動車株式会社,TOYOTA MOTOR CORPORATION,トヨタジドウシャカブシキカイシャ,豊田市トヨタ町１番地,輸送用機器,72030,1180301018771
E02146,内国法人・組合,上場,有,72717,3月31日,日野自動車株式会社,"HINO MORTORS,LTD.",ヒノジドウシャカブシキガイシャ,日野市日野台３丁目１番地１,輸送用機器,72050,8013401000626
E02147,内国法人・組合,上場,有,27647,3月31日,ＫＹＢ株式会社,KYB Corporation,ケイワイビーカブシキガイシャ,港区浜松町二丁目４番１号世界貿易センタービル,輸送用機器,72420,8010401007296
E02150,内国法人・組合,上場,有,7904,3月31日,日産車体株式会社,"NISSAN SHATAI CO.,LTD.",ニッサンシャタイカブシキカイシャ,平塚市堤町２番１号,輸送用機器,72220,3021001037076
E02152,内国法人・組合,上場,有,153795,3月31日,株式会社ＳＵＢＡＲＵ,SUBARU CORPORATION,カブシキガイシャスバル,渋谷区恵比寿一丁目２０番８号,輸送用機器,72700,5011101019196
E02154,内国法人・組合,上場,有,8070,3月31日,プレス工業株式会社,"PRESS KOGYO CO.,LTD.",プレスコウギョウカブシキガイシャ,川崎市川崎区塩浜１丁目１番１号,輸送用機器,72460,5020001074318
E02155,内国法人・組合,上場,有,7245,3月31日,株式会社ティラド,"T.RAD Co.,Ltd.",カブシキガイシャティラド,渋谷区代々木３丁目２５番３号,輸送用機器,72360,3011001015719
E02157,内国法人・組合,非上場,無,1600,3月31日,カルソニックカンセイ株式会社,CALSONIC KANSEI CORPORATION,カルソニックカンセイカブシキガイシャ,さいたま市北区日進町二丁目１９１７番地,輸送用機器,,8030001014831
E02158,内国法人・組合,上場,有,1317,3月31日,東京ラヂエーター製造株式会社,"TOKYO RADIATOR MFG. CO., LTD.",トウキョウラヂエーターセイゾウカブシキガイシャ,藤沢市遠藤２００２番地１,輸送用機器,72350,6021001002556
E02161,内国法人・組合,上場,有,19939,3月31日,曙ブレーキ工業株式会社,"AKEBONO BRAKE INDUSTRY CO.,LTD.",アケボノブレーキコウギョウカブシキガイシャ,中央区日本橋小網町１９番５号,輸送用機器,72380,8010001034724
E02162,内国法人・組合,上場,有,10661,3月31日,愛三工業株式会社,"AISAN INDUSTRY CO., LTD",アイサンコウギョウカブシキガイシャ,大府市共和町一丁目１番地の１,輸送用機器,72830,1180001092357
E02163,内国法人・組合,上場,有,283957,3月31日,マツダ株式会社,Mazda Motor Corporation,マツダカブシキガイシャ,安芸郡府中町新地３番１号,輸送用機器,72610,3240001036223
E02164,内国法人・組合（有価証券報告書等の提出義務者以外）,,,28404,,ダイハツ工業株式会社,,ダイハツコウギョウカブシキガイシャ,池田市ダイハツ町１番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3120901019710
E02166,内国法人・組合,上場,有,86067,3月31日,本田技研工業株式会社,"HONDA MOTOR CO., LTD.",ホンダギケンコウギョウカブシキガイシャ,港区南青山二丁目１番１号,輸送用機器,72670,6010401027577
E02167,内国法人・組合,上場,有,138161,3月31日,スズキ株式会社,suzuki motor corporation,スズキカブシキガイシャ,浜松市南区高塚町３００番地,輸送用機器,72690,8080401002431
E02168,内国法人・組合,上場,有,85797,12月31日,ヤマハ発動機株式会社,"Yamaha Motor Co., Ltd.",ヤマハハツドウキカブシキガイシャ,磐田市新貝２５００番地,輸送用機器,72720,2080401016040
E02169,内国法人・組合,非上場,有,500,3月31日,トーハツ株式会社,TOHATSU CORPORATION,トーハツカブシキガイシャ,板橋区小豆沢三丁目５番４号,輸送用機器,,2011401004553
E02170,内国法人・組合,上場,有,11899,3月31日,極東開発工業株式会社,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",キョクトウカイハツコウギョウカブシキガイシャ,西宮市甲子園口６丁目１番４５号,輸送用機器,72260,7140001068512
E02171,内国法人・組合,上場,有,500,3月31日,株式会社ニッキ,"nikki co.,ltd",カブシキガイシャ　ニッキ,厚木市上依知３０２９番地,輸送用機器,60420,2021001020256
E02172,内国法人・組合,上場,有,2215,3月31日,株式会社ミクニ,MIKUNI CORPORATION,カブシキガイシャミクニ,千代田区外神田六丁目１３番１１号,輸送用機器,72470,1010001008791
E02173,内国法人・組合,上場,無,1388,3月31日,日本ギア工業株式会社,"NIPPON GEAR CO.,LTD.",ニホンギアコウギョウカブシキガイシャ,藤沢市桐原町７番地,機械,63560,3021001001619
E02174,内国法人・組合,上場,有,5821,3月31日,河西工業株式会社,"KASAI KOGYO CO .,LTD.",カサイコウギョウカブシキガイシャ,高座郡寒川町宮山３３１６番地,輸送用機器,72560,5021001006269
E02175,内国法人・組合,上場,有,7273,3月31日,大同メタル工業株式会社,"DAIDO METAL CO., LTD.",ダイドウメタルコウギョウカブシキガイシャ,名古屋市中区栄二丁目３番１号名古屋広小路ビルヂング１３階,輸送用機器,72450,1180001012595
E02176,内国法人・組合,上場,有,23335,3月31日,ＮＯＫ株式会社,NOK CORPORATION,エヌオーケーカブシキガイシャ,港区芝大門１丁目１２番１５号,輸送用機器,72400,1010401004837
E02177,内国法人・組合,上場,有,8955,12月31日,市光工業株式会社,"ICHIKOH INDUSTRIES, LTD.",イチコウコウギョウカブシキガイシャ,伊勢原市板戸８０番地,電気機器,72440,9021001035727
E02178,内国法人・組合,上場,有,7301,3月31日,太平洋工業株式会社,"PACIFIC INDUSTRIAL CO.,LTD.",タイヘイヨウコウギョウカブシキガイシャ,大垣市久徳町１００番地,輸送用機器,72500,7200001013874
E02180,内国法人・組合,上場,有,600,3月31日,株式会社　ヤマダコーポレーション,YAMADA CORPORATION,カブシキガイシャ　ヤマダコーポレーション,大田区南馬込１丁目１番３号,機械,63920,9010801012135
E02181,内国法人・組合,上場,有,14546,12月31日,株式会社ユーシン,U-Shin Ltd.,カブシキガイシャ　ユーシン,港区芝大門１丁目１番３０号,電気機器,69850,1010401030214
E02183,内国法人・組合,上場,有,3500,3月31日,株式会社ユニバンス,UNIVANCE CORPORATION,カブシキガイシャユニバンス,湖西市鷲津２４１８,輸送用機器,72540,2080401006066
E02184,内国法人・組合,上場,有,12698,3月31日,株式会社ショーワ,SHOWA CORPORATION,カブシキガイシャ　ショーワ,行田市藤原町一丁目１４番地１,輸送用機器,72740,8030001086904
E02185,内国法人・組合,上場,有,2143,3月31日,株式会社メタルアート,METALART CORPORATION,カブシキガイシャメタルアート,草津市野路三丁目２番１８号,鉄鋼,56440,9160001013183
E02189,内国法人・組合,上場,有,4530,3月31日,日鍛バルブ株式会社,"NITTAN VALVE CO.,LTD.",ニッタンバルブカブシキガイシャ,秦野市曽屋５１８番地,輸送用機器,64930,3021001022920
E02190,内国法人・組合,非上場,有,5985,3月31日,富士機工株式会社,"Fuji Kiko Co.,Ltd.",フジキコウカブシキガイシャ,湖西市鷲津２０２８番地,輸送用機器,,5080401006071
E02191,内国法人・組合（有価証券報告書等の提出義務者以外）,,,4754,,中央精機株式会社,,チュウオウセイキカブシキガイシャ,安城市尾崎町丸田１番地７,内国法人・組合（有価証券報告書等の提出義務者以外）,,4180301013068
E02194,内国法人・組合,上場,有,10120,3月31日,ユニプレス株式会社,UNIPRES CORPORATION,ユニプレス　カブシキカイシャ,横浜市港北区新横浜一丁目１９番２０号,輸送用機器,59490,7020001045218
E02195,内国法人・組合,上場,有,16820,3月31日,フタバ産業株式会社,"FUTABA INDUSTRIAL CO., LTD.",フタバサンギョウカブシキガイシャ,岡崎市橋目町字御茶屋１番地,輸送用機器,72410,3180301001916
E02196,内国法人・組合,上場,有,6932,3月31日,株式会社　ケーヒン,KEIHIN CORPORATION,カブシキガイシャ　ケーヒン,新宿区西新宿一丁目２６番２号,輸送用機器,72510,8011101023179
E02199,内国法人・組合,上場,有,6193,3月31日,大豊工業株式会社,"TAIHO KOGYO CO.,LTD.",タイホウコウギョウカブシキガイシャ,豊田市緑ヶ丘３－６５,機械,64700,7180301018584
E02200,内国法人・組合,非上場,有,7460,3月31日,シロキ工業株式会社,SHIROKI CORPORATION,シロキコウギョウカブシキガイシャ,藤沢市桐原町２,輸送用機器,,2021001001140
E02201,内国法人・組合,上場,有,4617,3月31日,株式会社ＴＢＫ,"TBK Co.,Ltd.",カブシキガイシャティービーケイ,町田市南成瀬４－２１－１,輸送用機器,72770,5012301001794
E02203,内国法人・組合,上場,有,8284,3月31日,株式会社エクセディ,EXEDY Corporation,カブシキガイシャエクセディ,寝屋川市木田元宮１丁目１番１号,輸送用機器,72780,1120001147463
E02204,内国法人・組合,上場,有,5657,10月31日,株式会社ハイレックスコーポレーション,HI-LEX CORPORATION,カブシキガイシャハイレックスコーポレーション,宝塚市栄町一丁目１２番２８号,輸送用機器,72790,1140001081875
